,users,ratings,shorts,times
77,蒲末释,2,台词为了搞笑，所以要屎屁尿。故事为了完整，二元对立，善恶不分一锅炖。主题为了鲜明，直接来一个反转告诉大家：熊孩子只要碰到一个比他更惨的人，他就能马上吼出：我命由我不由天。这不是踩着别人的伤痛，把做的恶全都掩盖。再来还原事情的起因：爸爸和我踢一次毽子。,2019-07-23
78,西帕克,4,哪吒的削骨还父，削肉还母，被简化成父爱让他找到自我。原本故事中的反抗父权，也成了对抗世人的眼光。他的魔性可能像是科学怪人把小女孩扔入水中，只是因为对事物认知的体系不同。甚至屠龙的原罪也被略过，成了又一部“绝代双骄”。这样的叛逆更加通俗也更加安全，也是另一种时代精神吧。,2019-07-17
79,把噗,4,徐克+周星驰，精准复刻。,2019-07-26
80,谋杀游戏机,4,光线点映。冷不防看第一支预告确实有点挑战审美，不过看完就会完全爱上这个古灵精怪的混世小魔王，是当下流行的丧燃款。外表邪魅狂狷烟熏妆，内心是个单纯善良的小孩，好面子装酷很可爱。饺子是学医的，一点点自学成动画导演，了不起。制片人说这片并没有花很多钱，请不起一流特效公司，就找了一堆二流三流小公司磕了好几年。画面比大圣精细，前半段笑点密集，哪吒无敌破坏王状态、四个人追逐打斗长镜头很精彩，密码指纹解锁、坐骑放映机猪、山河社稷图、指点江山笔、三维弹球有很想象力。父爱、母爱、师恩、和基友敖丙亦敌亦友等人物关系也都刻画得比较充分。哪吒要拍成三部曲，明年还有姜子牙，非常期待上古版复联了！,2019-07-13
81,V.Dunham,2,诸多魔幻法规下的畸形怪胎。正邪二元对立，抹杀可能性，轻视个体的成长挣扎，“人定胜天”沦为口号式煽情，无意解决身份焦虑。孝道成为催泪手段，都在以“为你好”的名义拒绝沟通。笑点一半靠屎尿屁，一半靠对肥胖猪神、娘炮大汉等刻板印象的调侃。蛮有代入感，我们都是这样长大的，但跳脱出来只剩身心不适。,2019-07-26
82,山风执诗,2,7/17 拼凑感。命题老套，强行搞笑，魔改太过。,2019-07-20
83,camus,4,中国的商业动画片已经甩开商业电影几百条街,2019-07-28
84,蒜 | BOY A?,5,这个夏天一定会爆！以大家对大圣大鱼和白蛇的热情，这部国漫在完成度上圆满完成期待。第一次有了看好莱坞动画的流畅感和毫无尿点以及满满泪点，实在太不容易了。这次的剧本创作、节奏把握、主题升华、人物设定、视觉特效、巧妙笑点，皆弥补之前的种种短板，毫不夸张的说是一部集大成之作。期待暑期档刷爆豆瓣和朋友圈,2019-07-17
85,王大盆,2,我对太儿戏的东西笑不出来也哭不出来，不过打斗很爽+制作精良倒也不是很难看，就是比《哪吒闹海》差了10个《大圣归来》吧！另外这个垃圾剧情没有脸“致敬”前作哈！,2019-07-27
86,文森Vincent,2,这片子有丝毫细节可言吗？★★,2019-07-27
87,尼尼尼奥,2,电影交流会上一派喜气洋洋的氛围。导演说让这部电影成为国漫崛起的代表，而我觉得最多凑个国漫复兴，血统不纯何谓“国漫”？另外只有我一个人觉得电影三观扭曲吗？主角形象另说，台词轻浮，情节丑恶低下：百姓因恐惧哪吒装死跳进真棺材，逝者横尸大街还抢人家符咒？？放屁没完没了还要反派没完没了吸？？娘炮和残疾人也能没完没了搞笑？这部电影我果断不能买单。,2019-07-25
88,HooChao,1,戾气太重，受不了，3头身变身5头身，接受不了，不建议未成年人看,2019-07-14
89,陌生的天花板,2,不好看，不要浪费时间。画面制作再精美，也只是表现形式。国内不会再有描述人性的好作品了，政治干预太严重。原本对天地君亲师的反叛，变成了亲情友情包围下对命运的挣扎。,2019-07-20
90,恶魔的步调,4,用周星驰的元素做中国式的幻想喜剧3DCG动画电影，这样的模板，确实是个可复刻的方向……,2019-07-17
91,纳兰风澈,5,很像1970年之后的中国威胁论（魔童）、89年联合国制裁（关到死）、2001入世腾飞（当妖怪给他们瞧瞧） 和 2018年的中美贸易摩擦、华为事件（若命运不公斗到底）！2019最强国漫没有之一！！！,2019-07-19
92,曾经的可以,2,一个偏心的老板，一个不靠谱的师傅，一个溺爱过分的母亲，一个忘恩负义的父亲，一个专职于打砸抢凭天生神力欺负别人还抱怨自己没朋友的官二代，一个将父辈几代人全部心血毁于一旦而只顾交朋友的太极爱好者，而以上这些通通是正面人物，老龙王最可悲，申公豹最努力，而两个人的下场却都不是很好。对，这就是这部电影的全部，你可以说他画面好，你可以说他故事解构完成度高，但是你要说他三观正，却难以承认。,2019-07-19
93,蛾儿雪柳黄金缕,1,"这个设定一看就是抄的《好兆头》。预告图片中有一张让小哪吒拉开对方裤子拿手电筒照成年男人的隐私部位，这不是恋童癖？这一部国产动画太吓人了。宣扬形而下的三观，还买榜买推荐。呵呵。“好兆头今年5月30号上映，抄袭好兆头？”有小朋友给我发私信抗议。解释一下。好兆头他妈的有原作 Good Omens
 Good Omens 作者: Terry Pratchett / Neil Gaiman 
出版社: TRANSWORLD
出版年: 1991-5
页数: 416
定价: 95.00元
装帧: Paperback
ISBN: 9780552137034",2019-07-21
94,陆支羽,4,剧作上的确比《大圣归来》更成熟，但似乎还是少了点真正让人惊艳的时刻，尽管气势上没有输。,2019-07-18
95,琉球,2,哪吒真的一点都不讨喜，就算如此李靖夫妇还是对他爱的愿意为了他去死，啧啧啧，也不知道想要表达什么。就算后期要成为英雄需要反差也不至于把他设定成这样吧…还有，哪吒不是打死了敖丙还抽了他的龙筋么，这里咋还成cp了...另，哪吒配音真的生理性不适,2019-07-21
96,Derridager,4,印象中哪吒作为被压抑的个体的神话叙事，在这里被改编成为更具当代感觉结构的成长叙事，替创作者言说着“拒绝被定义”的主张。魔丸转世的哪吒被限制在儿童的身体里时，只是爱捣蛋的小孩，长大后才有摧毁世界的力量（但最终被引导），这种设定体现着人们对于“恶”的认知（凭借教养可以纠正）及其转变——善与/或恶在这里不再是本能或“摹仿”（mimesis），哪吒不再是通过献祭仪式替代暴力的受害者（victimhood）。他不由谁来定义，某种程度上已经成为了欲望机器。结尾一幕，他向观众投来凝视，非常自信。,2019-07-19
97,阿麦。,3,虽然这个故事一直用最大的声音吼着“我命由我不由天”，但我并不觉得这个动画本身有挣脱某种“枷锁”。,2019-07-26
98,纳兰风澈,5,很像1970年之后的中国威胁论（魔童）、89年联合国制裁（关到死）、2001入世腾飞（当妖怪给他们瞧瞧） 和 2018年的中美贸易摩擦、华为事件（若命运不公斗到底）！2019最强国漫没有之一！！！,2019-07-19
99,涛戈戈,1,如果我们国产影片的对白台词继续这样低级趣味的尴尬下去；如果我们树立的国产男孩形象再继续走这种小大人、没教养、我最牛逼、目中无人的路线；如果我们继续用今天影视圈的品位和文化底蕴糟践神话和历史人物，那么电影院有一天也会成为工体，成为一个不能带孩子沾染的地方。,2019-07-29
100,[已注销],1,都已经改的这么面目全非了，为什么还要叫哪吒呢，猴子热度蹭完了蹭孩子？,2019-07-24
101,尼尼尼奥,2,电影交流会上一派喜气洋洋的氛围。导演说让这部电影成为国漫崛起的代表，而我觉得最多凑个国漫复兴，血统不纯何谓“国漫”？另外只有我一个人觉得电影三观扭曲吗？主角形象另说，台词轻浮，情节丑恶低下：百姓因恐惧哪吒装死跳进真棺材，逝者横尸大街还抢人家符咒？？放屁没完没了还要反派没完没了吸？？娘炮和残疾人也能没完没了搞笑？这部电影我果断不能买单。,2019-07-25
102,万里独行甄志丙,4,有些人一谈中国电影就扯立意扯逻辑，谈漫威的时候标准就降到爆米花电影。,2019-07-27
103,禁闭岛,1,只说问题。1.为什么哪吒是三子，但整部电影完全没有交待老大老二。2.为什么影片充斥着娘娘腔、结巴、肥胖、放屁等恶趣味？3.为什么人物设定脸谱化，把申公豹做成丑角？4.李靖为什么当面拆穿自己的救命恩人是龙族？5.真心没觉得魔丸比灵珠坏到哪里去。倒是敖丙后半截人设前后矛盾。整部电影人物台词生硬、剧情衔接不流畅，人物表情僵硬、台词浮夸，动画片就可以没有“演技”？总结：完全没办法和大圣归来比。,2019-07-21
104,阿麦。,3,虽然这个故事一直用最大的声音吼着“我命由我不由天”，但我并不觉得这个动画本身有挣脱某种“枷锁”。,2019-07-26
105,派大星,1,被骂也要说，不好看。尴尬的故事，刺耳的配音。台词反复说教消除偏见，电影里又处处充满用偏见构成的低俗笑点。哪吒发怒打砸抢烧是因为受到偏见不开心，无辜受害的百姓就是一堆充满偏见的愚民。也是呢，愚民们你们只是失去了家，哪吒可是受到了偏见呢??因为敖丙加一星,2019-07-21
106,小斑,4,原版的哪吒是最道系的神话人物——不受半点委屈不着半点羁绊，宁可剃骨削肉也不违本心。其间之血腥极端背伦，同他清纯稚弱的外貌形成极致对照，在封神榜一众妖仙之中也是最cult的。当然，这种无君无父的故事现在不许拍了。然而鬼娃恰奇的脸和“我命由我不由天”的正能量并不能补足莲蓬里的窟窿。说好听是符合流行，说难听就是俗气。跟我记忆里的哪吒落差未免太大。感觉是用他的身世设定讲了个别人的故事。好在故事本身，除去个别屎尿屁掏裤裆的梗低级且不知所谓之外，整体还是流畅的。制作也非常用心。远高出了国产动画的平均线。,2019-07-29
107,陌生的天花板,2,不好看，不要浪费时间。画面制作再精美，也只是表现形式。国内不会再有描述人性的好作品了，政治干预太严重。原本对天地君亲师的反叛，变成了亲情友情包围下对命运的挣扎。,2019-07-20
108,丁一,4,少年的你，有个小小的愿望，愿风雨云中，刀背藏身，一秒钟行八百里，刺破六欲天,2019-07-18
109,曾经的可以,2,一个偏心的老板，一个不靠谱的师傅，一个溺爱过分的母亲，一个忘恩负义的父亲，一个专职于打砸抢凭天生神力欺负别人还抱怨自己没朋友的官二代，一个将父辈几代人全部心血毁于一旦而只顾交朋友的太极爱好者，而以上这些通通是正面人物，老龙王最可悲，申公豹最努力，而两个人的下场却都不是很好。对，这就是这部电影的全部，你可以说他画面好，你可以说他故事解构完成度高，但是你要说他三观正，却难以承认。,2019-07-19
110,FORMLESS,1,看片前：“我倒要看看这么丑的哪吒到底有多好看“，看完：？？？即使他是所谓的国漫希望我也要从我的个人审美来进行客观公正的评价，而不是一味的夸大说这是一个怎么样的进步。我并不认为这是一部优秀的作品，虽然这对于国漫来说可能的确是难得一见的片子，我承认片中的美术、特效以及配乐都还不错，是电影工业化上的进步，故事结构世界体系比较完整，但是于此同时粗俗油腻的对白台词让我无法忍受，哪吒的人物塑造过于刻意做作，穿插的搞笑桥段简直宛若智障疯狂出戏，很多转折和过度过于牵强，凭借着快节奏的转场硬性煽情，色彩饱和艳俗的让我怀疑人生，如果说这种滥情且廉价毫无文学素养的剧本可以代表国漫的希望，那真的挺绝望的。因为这部片子符合当下语境的快餐和刺激，你不需要动脑，这种叙事结构以及一句“我命由你不由天”和鸡汤文有什么区别？？,2019-07-27
111,哈哈哈哈哈,1,屁屁翔受公关稿蛊惑早早买了票 拉我去感受“国漫崛起”    看完我就他妈回头给大鱼海棠改成五星。这都啥几把花里胡哨的 国漫格局越来越小  我咋觉得他妈外国人都要比导演明白哪吒这个IP的内核      只想讨好观众 难成大器,2019-07-21
112,哼哼.floweray,3,"不行，这次我要站在你们大多数的对立面了。
优点固然明显，例如绘图设计啊，剧本完成度啊。
但是，较点真，粗鄙的笑点和混淆的设定，特别是最后老百姓们那一跪还是没有超脱出君君臣臣，父父子子的纲常。
我觉得我们喜欢孙悟空，哪吒这类神话人物且乐此不疲的改编，很大程度上是弥补了“叛逆”“犯上”“弑父”在现实中无法践行的心理诉求。
但除了寥寥这几个，还有谁呢？",2019-07-30
113,子文东,4,非常完美了，角色的设定和特效终于完全达到了国际水准，对情节的改编也很合理，无疑值得赞叹，强烈推荐去电影院看。但缺点也很明显，就在于这巧妙的改编本身，因为它最终完全消解了哪吒作为一名逆子英雄的强烈悲剧性，他终于还是被驯服于“伦理”了，所以这又真的是一个“哪吒”的故事吗？不，这只是一个正能量统御天地的故事。,2019-07-19
114,琉球,2,哪吒真的一点都不讨喜，就算如此李靖夫妇还是对他爱的愿意为了他去死，啧啧啧，也不知道想要表达什么。就算后期要成为英雄需要反差也不至于把他设定成这样吧…还有，哪吒不是打死了敖丙还抽了他的龙筋么，这里咋还成cp了...另，哪吒配音真的生理性不适,2019-07-21
115,染井吉野,2,看预告时，我以为丑是最大的雷点；看完电影，丑是最无关紧要的ooc。这个故事和哪吒毫无关系，那个小混混我也绝对不认。,2019-07-19
116,SydneyCarton,3,真是过誉啊，技术和预算都比《大圣归来》高了不少，但缺了《大圣》最成功的那一股劲儿。谁也不敢得罪，又把故事做得太复杂，一口气出不来。如果能爆，也只能归功于这个撤片档实在没片看吧。,2019-07-21
117,Grey与時光機,3,有些梗，真的蛮low的…,2019-07-21
118,大聪看电影,5,无疑，这是今年暑期唯一的爆款+黑马。 哪吒和敖丙的友谊，努力过，彼此成就过，此情有憾，然无对错，往后各生欢喜。哪吒和父母之间，同行半路，一别两宽，余生漫漫，依然亲情守候。,2019-07-28
119,水怪,3,无因的反叛，对着空气和闪电的怒吼。,2019-07-28
120,鬼腳七,3,制作ok啦，故事这么改也不是不行，反正也不敢照着原本拍。改编的重点是把反抗对象抽象化，不反体制只反命运，最后落到“做自己”，这其实是妥协。虽然能理解，但也是妥协。本质上，没有剔骨割肉和重塑肉身这一破一立的哪吒，是没有意义的。要看身为异类如何自我认同，不如看X战警啊。,2019-07-23
121,UrthónaD'Mors,3,命不由天的概念是好的…但还是有瑕疵太接地气了还有这给孩子看真的好吗？妥妥培养出毁天灭地型熊孩子,2019-07-29
122,辉盾与黑刃,2,确实这代技术团队比《大圣归来》进步了不少，但是这片除了建模技术和配音演员很敬业就真的没啥了，大段大段堆出戏的流行元素，表达的思想都是喊口号一样直白、反复的摆在台面上强调，角色性格全都是为了迎合那些“看个热闹”的观众在耍帅、卖惨，如果接下来要拍《封神榜》的续作还请换个导演和编剧吧，我不抵触改动，但我打心底里不喜欢为了迎合、为了时尚、为了“热闹”的这种改动，《大圣归来》给中国电影动画开了个好头，我不想此之后的动画又倒退回以前那样“只要看个开心就好”,2019-07-31
123,皮革业,3,喜剧部分全程滥梗，角色设定也接受无能，制作完成度确实可以，基本抵消。观感其实跟银河差不多，审美相当，只是方向不同。,2019-07-27
124,zhang 2nd,5,做预告片的人可以开除了。以前看电影的时候，很激动，眼里含泪打转。这一次，我靠，眼泪流到脖子那儿了，没赶上截住。不过这片也有几段很差的，瑕不掩瑜,2019-07-14
125,灰土豆,2,特效可以了。故事……是个弱智哪吒。,2019-07-29
126,Ou,3,分镜和大概念都挺漂亮的。比较可惜的是，最关键的地方被“两年后”给略过去了。哪吒本应自觉触摸自己的魔丸/灵珠两面性，形成自己人格。现在变成了指哪打哪的无名火-小粉红。魔格由何而来？谁给了哪吒那样一把声音？贴了傀儡符的巫毒娃娃？因为人格建构的缺乏，电影最后成了一场大型祈雨祭祀。现象中小粉红和大冰蓝的合一什么时候才能实现？,2019-08-03
127,Fishrainy,1,请记住动画片本质是给孩子看的，这部片走歪了,2019-07-24
128,Cycble,5,"1、人心中的成见是一座大山，但我命由我不由天，是魔是仙，我是谁只有我自己说了算。

2、哪吒和熬丙的打斗，是魔丸和灵珠的左右互搏，更是善与恶的现身说法，人性本善本恶并不重要，重要的是你习得的教育是什么，你要成为什么样的人。

3、“今天是我的生日宴，你们谁都不准哭。”哭成狗了好吗。

4、东北天后夏岗丽本色出演的群演太好笑了，哈哈哈哈哈。

5、和“是他是他就是他”的小哪吒完全是两个故事了，不是毁三观，而是打开了封神榜新世界的大门，改编的太好了，这个夏天，绝对要爆爆爆啊。

6、想了好久这部电影的问题是什么，大概是改了哪咤自刎，割肉还母，削骨还父的悲剧内核。",2019-07-13
129,肖浑,4,技术优秀，部分细节精彩，但故事整体并没有打动我，外部堆砌了太多花里胡哨的元素，偏偏主角自身的成长变化不够，亲子和友谊两段重要关系竟然都是靠反反复复踢毽子传达，“哪吒闹海”成“哪吒为毽狂”了。,2019-07-28
130,邓安庆,4,很成熟很好看的作品啊。美术，制作，人物塑造我都很喜欢。,2019-07-21
131,小四川,2,皮相做的还不错，观感体验也还行，但是依然没有真正吸引人的内核。动漫最吸引人的东西恰恰缺席了。,2019-07-28
132,眠去,4,我命由人不由天，谁不会为之泪奔呢,2019-07-21
133,半夜植树,3,"1、制作是精良的，电影工业是有长进的，
2、剧本的内核是媚俗的。阉割了“削肉还母，剔骨还父”的反叛精神，替换成“父慈子孝”、”用爱挨雷劈“的”正能量叙事“。这样一来，哪吒已经不是哪吒，而是一位成功接受思想改造的优秀少先队员。
3、对白大多是用段子堆砌起来的，未免单薄。致敬星爷的那部分也略显刻意。
4、看来”空手接白刃“已成为李靖的默认技能。
5、李夫人管哪吒叫”吒儿“，置金吒、木吒于何地？应该管哪吒叫”哪儿“……
P.S. 温馨提示一下：最后一个彩蛋不必等。",2019-08-03
134,[已注销],2,戏说不是胡说,2019-07-24
135,壹安2,5,终于打破了《大圣》《白蛇》拘泥于“为国风而国风”的短板，硬件条件满足的情况下专注于塑造人物性格和“逆天改命”的全民情绪点，是近几年《封神》IP改编最满意的一次，《悟空传》请你过来看看人家是怎么拍的。另外哪吒身上看到了漩涡鸣人的影子，不知饺子导演是否也是《火影》迷呢？,2019-07-20
136,万万,3,中二你就好好中二吧，非得加那些低级笑料干吗呢,2019-07-22
137,木由,4,这件万龙甲啊，太沉重了。敖丙带着全体龙族的希望，义字当先就这样冲进天劫了，最后只剩一缕小烟魂。实名请求封神宇宙给我龙族一个好结局，别再虐了。个人感觉龙族副线比主线更出彩。加油啊，封神宇宙。,2019-08-07
138,千鸟欢喜天,2,特别难过，如果是普通的动画片做成这样，肯定给五星的了，可惜是哪吒。哪吒是非常罕见的反抗君权父权的古典题材，现在突然又变成歌颂父权（爸爸瞒着你做了XX实际是为了你好）的东西，彷佛心底的一颗明珠被挖出来打扮得花枝招展再放点屎屁尿去接客一样。我能明白当年悲壮震撼的哪吒脑海不可能再重制上映，即使上映了也会被父母投诉到死，只是。。。单纯很难过而已。,2019-08-05
139,滿神的異教徒,1,周星驰式幽默是将搞笑段子甚至金句穿插在它注定应该属于的地方，而不是那样毫无章法的堆砌和滥用，网络用语和段子的大量使用削弱了原本古代背景的合理性，是一种极其讨巧的心思，打着迎合大众的恶趣味来达到现象级作品的目的，忽视了一个作品应该有的那些基本要求，这是对自己和对观众双方的不负责。,2019-07-31
140,玩酷子弟,2,因为大家吹爆才去看的，动画技术值得肯定，但配音到剧情全程尴尬，二流子哪吒，泼妇哪吒妈，娘娘腔的大胡子村民，结巴申公豹（为营造“申公公”的笑点设定为结巴）一口川普的肥佬太乙真人，各种掏裤裆喝鼻涕玩得不亦乐乎，把屎尿屁当幽默，把瞎编当创新。 我需要看《哪吒闹海》来净化心灵了。,2019-07-30
141,大头绿豆,5,此评价代表一位刚陪一位沉迷西游记数月的五龄童看完电影的老父亲的感受。孩子笑得开心，为父老泪纵横。,2019-07-26
142,晚不安,3,又一部好设定、烂剧本的国漫典型，长板效应在暑期档再次戳中了观众痛点——《哪吒》的剧作缺陷和胜利曲线几乎和《大圣归来》如出一辙。讲的是逆天改命和打破成见，中式超级英雄的反叛内核总能和时代情绪呼应。把全副精力都放在视效和燃点上，可幽默感是尴尬且失效的，故事细节和转折也难以推敲，从而让亲情与友情的元素变得非常羸弱。回想这些年的国漫爆款，独树一帜的还数《大护法》。,2019-08-02
143,舫原,2,国漫的通病 就是不能好好讲一个故事,2019-07-20
144,严荼,5,"身份认同长久以来被父权社会描述成无病呻吟的小事，不成体统的歪道；从前的哪吒们，动仄削骨还父削肉还母，投胎再造是他们逃离家庭歧视和社会指摘重获自由的唯一方法；

如果明天，我们每个人都可能是被主流价值观霸凌的没有三头六臂的哪吒；那么今天，我们还要不要作嘲笑一切“怪物”的庸人，镇压一切“妖孽”的玲珑塔呢？",2019-07-24
145,Eureka A.O.,3,精致，也抓人，但观感微妙。迪士尼拍出这个可以给五星，中国人不行，中国人知道哪吒到底是怎么回事，不管怎么感人，哪吒能给爹学背书吗？,2019-07-20
146,渡边,3,优点是故事节奏和画面都算流畅吧，但技术上并未看到比《大圣》有什么进步，成熟的商业动画吧，影院里的小孩子都看得很开心。为讨好大众难免有些媚俗，屎尿屁网络用语，卖基中二燃加感恩父母？最遗憾的还是改掉哪吒的死法吧，如果没有剔骨还父割肉还母，那用哪吒这个形象有什么必要吗？请蛮吉回来不就好了？,2019-07-26
147,Morning,3,主角的戏写得很聪明，尤其做出来了哪吒和敖丙的关系，令人接受容易又不落俗套。但节奏是一大问题，不如本身的技术那样流畅。思想上要比大圣成熟，但没有大圣那样锋利，我个人不喜欢的是配音部分。题外话，我在漫威中看到了世界上那么多维护世界和平保持公共安全的各路超英，可是在中国的这样的动画里永远看到的都是反面的神仙，查无此人的元始天尊，阴险狡猾的申公豹，缺乏专业的太乙真人，玩忽职守的结界神，这些代表着上层的人总是要被塑造成这样的轻浮与标签化，也许一部分暗合了世人的想象，但真的并不真实生动。这个电影没有在任何一个其他的角色上做出真正丰满立体的设定，都是在一个维度里做得规范踏实，所以最后这个可怜天下父母心感人却不深刻。,2019-07-21
148,大奇特(Grinch),3,哪吒和敖丙，其实就是小鱼儿与花无缺。魔丸和灵珠算一体两面的双胞胎，不同成长环境造就了不同的性格，一个是恶人谷魔星，一个是移花宫传人。小鱼儿不恶，花无缺却被恶人迷了心智，最后被设计打个你死我活。 ,2019-07-30
149,喵老师2333,3,让人物智商下线来推动剧情是最低级的剧作方式。这个故事就是靠着犯蠢来推动剧情的，浪费了有趣的创意和设定。就算最后口号喊得再响亮也盖不住空洞的故事。导演说为了避免反派脸谱化做了很多设定，恰恰最大的反派陈塘百姓是最脸谱的，跟银河一个德行，群众就是恶的化身。,2019-07-23
150,王俊俊,5,主创有才华，陈词滥调的神话故事也能拍的圆润饱满，有血有肉；导演没审美，再多投资，再好的题材，再大牌的明星资源，拍出来也让人皱眉，只能靠着争议性，话题性哄骗观众的钱，然后安慰自己，赚到就是成功的。万马齐喑究可哀，中国一直不缺有才华有实力有心思的创作者，缺的是机会，是社会资源的不公平分配。,2019-07-20
151,樹,3,“作为新晋的国产动画旗手，我们希望新晋的黑马不止于利用好莱坞式的叙事方式来讲述东方神话，而是希望它可以在主题、在美学、在技术上有更加深入的开拓和探索，而不仅仅只是传达单一讯号——我们和好莱坞的差距，正越来越小。”,2019-07-27
152,河狸,5,《绝代双骄之冰与火之歌》,2019-07-21
153,MustardL,2,因为考虑到低龄观众而加入许多低俗的笑话和段子似乎又和其要探讨的主题不相符；反倒觉得认真拍能更好,2019-07-21
154,我对你的无语简直能沉默整个宇宙,3,技术上很成熟了但是…,2019-07-27
155,qw0aszx,3,段子少点就好了,2019-07-28
156,好姑娘老妖,3,"哪吒是部很好的电影，
但是我看过更好的哪吒，
新版的差不多改编了整个故事，
从前的哪吒，反抗的是父权，是统治阶级，是所谓的优越感的天界权威。
现在的想哪吒，反抗的是虚幻的命运。
啥意思呢，就是好好听话，别折腾，你是谁，你有什么身份，都是天命所定。
真是非常主旋律的一部电影了。
所以我更喜欢那个自杀的哪吒，那个削骨还父，削肉还母的哪吒。
但是电影是不错的，推荐去看。",2019-07-23
157,德卡的羊,4,75/100，确实是惊艳！技术上是绝对的国漫新巅峰。完全建立于现代语境，用相当戏谑大胆的颠覆与重构，情节与人物焕然一新，让经典传说重现光辉。虽然内在主题“成见”和做自己之类的很俗套了，但所幸讲述的足够有趣。最厉害的是依旧无人逃的出这宿命魔掌，妖还是人都不行，最深处依旧足够悲壮。笑点够好笑，同时还能赚到我的眼泪。唯一问题是人物转折的铺垫还不够充分，有些突然，但跟惊艳的整体比，属于小问题了。,2019-07-16
158,维舟,4,3星半。技术和以前比真可说上了个台阶，但故事从叙事、结构、细节、笑料到价值观，可吐槽的地方太多。场面明显向好莱坞看齐，不少角色设置脸谱化，后面的情节转折也有点不自然。这个版本的哪吒，冲突已不是在传统的“人伦”与“天命”之间展开，相反，变成了游离出来的个人对命运的抗争，所谓“我命由我不由天”，但实际上这种抗争的成败，却依靠暴力。哪吒痛苦的来源和仇恨的矛头所指，与其说是作为恶人的申公豹，倒不如说是人群的偏见——他们被笼统地视为愚氓。这个哪吒，其实是弗兰肯斯坦的怪物，只不过在中国的叙事里，心即天理，他可以不惮对抗而将自己正当化。,2019-10-15
159,paobecky,3,没有稳定的三观，没有逻辑，没有文化输出，少儿不宜。,2019-07-20
160,易老邪,2,看前半部感觉不够好，看后半部感觉非常烂。相比《哪吒闹海》，本片的故事和人物都显平庸空洞、无聊乏味，而且到后面还都崩坏了。,2019-08-13
161,阿巴厮,4,再一次警告中国电影人，不准这样做电影了！不然还得花电影票钱！不可以！要坚持做烂片，不要又逼我花钱走进电影院！,2019-08-02
162,王写写,2,掂量许久，还是没法及格。CG技术越成熟，剧作匮乏越明显。悲情主线与搞笑段子严重割裂，徒有周星驰的壳，少了无厘头的魂，因为主角并非小人物。过于喜剧，稀释了众角色应有的个性。几乎每场戏都老了，但也确实勉强顺了下去。最大的要害，是对哪吒原形象DNA级的重造，在我看来不值一晒，本质是网络文化的思路，是肤浅幼稚的好莱坞化效仿。吸引眼球的伎俩全部是梦工厂式和网文式的，包括人物造型、动机、叙事曲线等。即便如此，自然也没能在此之上有什么革新。而原哪吒的反体制反父权性，铮铮傲骨，非常中国的戏曲气质，已完全替换为一套西方意识形态。某种程度上，哪吒形象比孙悟空更值得我们珍惜，因其具有更鲜明的历史对抗性和时代警示性。本片实质上已不能算改编，而是创造一个重名的新人物，完全迎合时代口味，就像剔除所有阴暗现实的格林童话。,2019-10-14
163,小伙队,4,在重庆的影院 人们随着太乙真人的四川普通话哈哈大笑  这样就很好啦   （当然我还是更喜欢经典版本的哪吒  那才是“我不连累你”和“不认命”的真正模样 在我心里 哪吒和大圣是比哈姆雷特还伟大的悲剧形象,2019-07-27
164,千寻亿选,3,千言万语汇成三个字：看不惯,2019-07-28
165,红豆?,5,敖丙好帅好苏啊……我对这种类型的男二简直无法抵抗……,2019-08-02
166,過期罐頭,3,网络段子对本片的伤害是巨大的，除此之外，这片到底想说啥呢。,2019-07-28
167,仲曰,4,熊孩子恐惧症患者慎入,2019-07-19
168,朝阳区妻夫木聪,4,戏说不是胡说，改编不是乱编。动作打斗行云流水一气呵成，技术层面也几乎无可挑剔，最主要的是这次的故事比之前的几部国产动漫都扎实了不少，没有糊弄观众。对权利的解构和重塑，阴阳善恶双生双克的设定，以及对“宿命论”的彻底颠覆，这跟《悟空传》里的空喊口号又不一样，笑点燃点都抛得恰到好处，对于人物性格和神态的塑造也十分得体且合乎情境。很乐于见到华语电影人/动画人对“封神”这个奇幻大IP下手，恭喜彩条屋终于硬气了一回。三星半，加半星鼓励。,2019-07-17
169,家庭医生李大毛,3,3星半吧。故事是全须全尾讲完了，燃的地方也能带动情绪，但为爹奋战真的不能接受……另外打完全村忽然单膝跪地嘿，这时候就很感谢复联4的导演把所有人朝着钢铁侠单膝跪地的一组镜头弃用了。,2019-07-29
170,托尼·王大拿,4,避重就轻间完成了从“父母皆祸害”到“历史进程靠个人奋斗”的温和改良，将哪吒原有的玉石俱焚般的刚烈变成了更符合广泛受众的取向；广泛地吸取了欧美动画长片的剧作模式和无厘头的幽默节点设置，大量的小聪明聚合体。,2019-08-10
