,users,ratings,shorts,times
189,蛮蛮,1,女主一点也不像华裔，看着有点别扭。可能符合老美的眼光。 拿中国的三四线城市作坊跟香港、洛杉矶比，落差真实大。但明显知道这是20年前的中国了，可能老美看着新鲜。但咱们看着明显觉得这片子又土又落伍。哈哈哈。,2020-04-12
190,小旗,3,虽然故事的内核仍旧是美国价值观拯救中式固有思维，而且华裔女导演对中国的认识仍旧狭窄甚至流于表面，但本片好的地方就在于它没有像《别告诉她》那样刻意去符号化地猎奇甚至挑动东西方的直接对立，而这在今后将会越来越多的左宗棠鸡式的“中国片”之中，是很难得的。,2020-04-10
191,太窄治,2,电影蛮无聊的，还以为可以看到华裔女和深圳人的优越感大比拼呢，结果没有。前面半小时挺好笑的，找工作、深圳味白话和土味豪宅，是深圳内味。但是其他内容就有些肤浅了，看得出导演想探讨中美的家庭教育、全球化和工业等其他内容，但都不太本土，也不成功。另外这个吴耀汉这个南方爹演绎得实在太好了，给多一星。,2020-04-13
192,是个人啊,1,刻板映像，看的太尴尬。不过现在国内贫富差距真是越来越大了。想挣钱，打工的确没有出路啊,2020-04-11
193,抢东西的小人,1,？土得老白男都不敢信,2020-11-08
194,LuLu,4,我觉得很多地方都挺真实的。。倒是大可不必上升到“黑”这个字,2020-05-08
195,渣茶茶,2,恶俗的“美国人”拯救“世界”的故事。,2020-09-09
196,terrala,2,基本不能忍,2020-05-17
197,娥子,1,实在看不下去,2020-11-15
198,飞机打大炮,2,无fuck说,2020-05-26
199,鲤伴叭叭,3,这不还是一个美国家庭的故事么,2020-04-25
200,冯Ultra,3,总体三星，剧情虽然平庸但还算真诚，我给本片的包容和探讨父亲内心的台词打四颗星，每个人做每个抉择都有自己的理由，就算是一个糟糕的父亲也有权为自己辩护。还有，Lynn Chen真是太美啦～,2020-04-11
201,一张九筒,2,前半段刻板印象到极致，以及后面的狗血剧情基本是网剧水准，国产网剧...不太敢相信这是2019年的东西...以及AA一介网红竟然是所有演员当中演技最自然最流畅的...,2020-05-05
202,幽远,1,你要吃着法国鹅肝说受不了中国菜我都勉强算这是你喜好问题，吃个汉堡是哪来的资格说中国菜不行的？,2020-11-16
203,吴明士,3,"饭堂为了省钱给肉而没有菜，体现给员工福利是 on-site daycare, 确实不是给中国人看的片子。而且 trust fund 才一百万刀是怎么回事 😂",2020-10-10
204,我的生字表,3,片里这爹算是我年度观影最恶心角色,2020-04-28
205,Strain,1,太stereotype了。台词尴尬无比,2020-05-03
206,我叫齐天大圣18,1,继续意淫吧,2020-11-15
207,小章鱼,1,无法理解有什么意义,2020-11-15
208,盛夏男生,1,垃圾片,2020-11-16
209,WinsonLam,1,拍这玩意儿的真的是不折不扣大汉奸！,2020-11-21
210,飞风,3,美国人眼中的真实中国。华裔永远还是美国人，不能做中国人。享受中国的大发展，回馈美国母亲才是他们的想法。皈依者狂热的华人我们更要警惕！我们要认清现实！妹子颜值和演技还不错。这个导演上一部的片子我给了四星，香港拍的太好。深圳就差一些了。,2020-05-07
211,睿雨,1,垃圾,2020-04-21
212,我梅山人,3,外国人不懂中国，自然拍不出真实的中国；偏偏很多中国导演同样也不懂中国，了解社会，几如“神仙下凡”，努力拍出他们想象中老百姓、小人物的生活，令人哭笑不得。,2020-11-15
213,lyb,1,离中国远点吧滚吧,2020-11-16
214,光军,1,这不就是美国对中国的刻板印象吗……,2020-05-18
215,哈维尔,4,喜欢,2020-04-23
216,螃蟹,1,美式傲慢，负分滚粗,2020-11-17
217,刘之锋,4,挺好的，有点理想化，不是大毛病。,2020-04-24
218,空山无人,1,祝导演，主演，以及跟这个片子出品有关的一切人员，全家回到美国，然后被美国自由的枪火枪击一辈子。,2020-11-15
219,solidstark,1,没看，就看这个焦黄焦黄的封面，俩人跟肺痨晚期似的脸色，给个1星,2020-11-03
220,嘟嘟噔噔,1,和所有欧美拍的东方系列一样 充满刻板印象 从各个角度黑中国 黑政府 美国万岁 美国一个低级的混饭吃靠啃老生存的丑八怪东南亚长相的女主 跑到中国来拯救人民的故事 这让那些鬼佬们看到了 怪不得那么多外国垃圾来中国 都是被这些垃圾片骗的,2020-04-17
221,daodizaban,1,啊，好尴尬，,2020-11-16
222,一个宅,1,？？？,2020-11-20
223,Fuerteventura,2,之前蛮喜欢安娜的 觉得她很勇敢 很有想法 这个电影过后 真的没啥好感了 一直觉得华人在外确实身份认同时常是个非常struggle的问题 但现在觉得 这种歧视和stereotype真的跟杜嘉班纳一样了,2020-11-19
224,在雾升起之后,1,香蕉人带着莫名其妙地傲慢和偏见居高临下地来俯视我们啦！最最搞笑的是……居然是一个混血地污七八糟跟本没有一丝中国血统的东西来出演香蕉人！,2020-11-16
225,不知天高小学生,1,💩,2020-11-15
226,泡菜鱼肉肉,1,怎么会有人给5星 瞎了吗,2020-11-15
227,我还是改个名字,1,这特么还能4.9分，豆瓣上都是些什么垃圾,2020-11-08
228,人,3,美国眼中的中国，就这样吧,2020-04-20
229,to be better,2,基于现状事实的对比我们完全接受，但是这种还是站在10年前的观点和视角拍出来的东西，除了崇洋媚外不知道还能说什么。。。。拍这种东西有什么意义呢？可能只是导游为了在美国博得主流媒体关注和哗众取宠,2020-04-28
230,叫我妖而不孽,1,我曾在《蚁人》里看到女主角精彩出演，我也不反对没有华裔血统而出演——有何不可？异族演华人而成为经典的大有人在：中井贵一、千叶真一都是。我也不会认为拍中国必须是三观正表现鲜亮一面，但拜托不要这么刻板印象可以吗？最令人发笑的是靠着爹地在中国内地工厂的钱供养在美国的生活，回国宣传所谓民主那一套——但又不涉及产业升级，那么你的生活来源也许就断了。彭湃舍弃了华族生活而如此，可；而你不可。女主的自立尚且不如《老友记》里瑞秋剪信用卡。导演确实有皈依者狂热：不这么做何以对斩断heritage依旧心安？不过我可要说一句：企业办托儿所幼儿园中小学，那可是在改革开放前中国坚持的，后来被西方启蒙要市场经济和效率才砍掉的，怎么，你们捡起来还有优越感了？不嫌粘着社会主义脏了？,2020-11-14
231,右方之火,1,四分高过头了,2020-11-16
232,LT_Bud,1,长得实在是太丑了。是属于那种很雷人的丑。实在无法忍受这种容貌去感受电影。秒删。,2020-04-13
233,Aubrey,3,2.5/5，整体是还可以的，各种水土不服还是典型的，只是不高级而已。。。花光50 million dollars不留下任何不动产也是厉害。。。大家口语都好厉害，甚至女工都很厉害。。。后来开始非得慈善。。。,2020-04-11
234,半仙,1,我不理解那些打两颗星三颗星的你们到底看过这电影了吗？反正我没看过，看了个解说，直接来打一颗星了。为此我专门找回了我失散多年的豆瓣账号。,2020-11-15
235,JoAnn,2,真的不是“纪录片”？？？...,2020-05-07
236,OOOOOOOOOps!,4,LA小太妹深圳下基层哈哈哈～当家庭片看着下饭，还好啦！,2020-04-25
237,一玖八肆频道,2,女主的身份定位自始至终都是美国人，所以我可以理解本片讲的是一个发达资本主义国家培养成长的小年轻来一个发展中社会主义国家里教一个殖民地来的老地主怎么更人性化的管理底层务工人员……这故事我他么真地看凌乱了……有两处还是强行的为黑而黑，完全不考虑当下的现实情况……影片的总体感觉就是，平权的表达像世界上最肮脏的手，伸向了一个不愿就范老处男的私处……,2020-04-12
238,Rae,1,印象太刻板，带着白人的有色眼镜看中国，各方面丑化了中国，剧情也是老套的不得了，人物性格塑造公式化，爸爸这个角色矛盾又生硬，是抄故事会还是知音啊？,2020-04-29
239,Na+,3,剧本写得像是我初中学生写得，所有的起承转合都是硬硬的叠加上去。拍摄也真的能看出来剧组的低成本。但是，我真的觉得这个真的很真实地反映了一些有钱人在中国的生活和生意。,2020-05-11
240,冯冰,1,烂出天际，辣鸡,2020-11-15
241,查茶子,5,"（给五星是因为评论拉分拉得太低了但是这个电影很值得一看）大人有大人的不负责法，小孩有小孩的不负责法；美国人有美国人的不负责任法(Don’t blame yourself), 中国人有中国人的不负责任法(你应该xxxxx)。这个电影把中西的文化差异表现的很现实中肯也很好，而且现在移民越来越多的情况下，这样的事情也不会少，只会越来越多、越来越普遍。希望我们不会画地为牢，也希望美国人能跳出自己的文化自豪圈。",2020-04-27
242,jello2halo,1,什么玩意儿,2020-11-07
243,海の女婿WG,1,湾湾导演的恶心之作。,2020-11-17
244,此去经年‘,1,香蕉人是自嗨,2020-11-07
245,四季和树,1,烂片,2020-11-15
246,千寻,1,垃圾，看不下去了,2020-11-15
247,moviegoer,5,这是一部喜剧，声音中透露着：来中国。但基本上是个逗趣的喜剧。戏剧化和现实无关，但充分说明中国的国际地位越来越高。,2020-04-12
248,请叫我Mr.Han,2,如果说国内的片子拍出的社会状况偏好，那这片子拍的社会状况偏烂不是一点点，虽然情况都存在，没有虚构，但是整部电影和在一起有一种说不出的傻X气质，有一种泰剧的视感,2020-08-03
249,bogev587,1,垃圾导演！,2020-11-16
250,圣母院的敲钟人,1,Stereotype ,2020-04-15
251,Dr.High,1,这片子没负分就尼玛离谱,2020-11-08
252,小浆果,1,烂片,2020-11-16
253,颓废-die,1,偏见和意淫，让一个没有中国血统的人来演绎对中国的偏见，简直是灾难。,2020-11-15
254,138****1144,1,什么鬼，麻烦你拍回到美国,2020-11-14
255,吟啸有声,2,一开始被那句“该死的可米李斯特趴体”所惊到，再就是有几个女演员还漂亮。至于剧情，基本没有在中国大陆生活或者了解很肤浅的一类。故事放在深圳，如果现在的老板像影片中这样的老古董，企业分分钟倒闭。至于那个22岁的四任老婆，现在的可能性也不大。要知道，深圳的现代化程度拿到世界上和任何城市相比，也不见得逊色，刻板印象害死人，远不如那部《别告诉她》来得真诚。,2020-04-14
256,aloneroad,1,香蕉人电影,2020-11-07
257,干瘪小人,1,自以为是的低能电影,2020-11-08
258,中年直男,1,又弱智又老土 对富二代的想象力也能这么局限 导演是不是这辈子困在华人区没出来过,2020-04-12
259,exL,3,剧情就不谈了 挺幼稚的 往好了说天真烂漫😂 反正几个姑娘都蛮好看的 有趣,2020-05-08
260,大眼蚂蚁,4,简单可爱的小故事,2020-04-12
261,16号EasonKo,1,恶心,2020-11-15
262,joyoowang,1,我是能忍受racist 我忍不了如此拙劣粗糙粗制滥造,2020-04-13
263,玉龙之巅,1,这个给负分也不为过吧,2020-11-07
264,秋叶之源,1,呆蛙青年导演拍大陆题材，可想而知会拍成什么鬼样子。,2020-11-14
265,试评一切天启,2,？这不白痴吗,2020-04-11
266,魔鬼天使,1,辣鸡,2020-11-15
267,宁云,1,"想看看怎么黑的，黑的太明显，痕迹太重不够高明。
",2020-11-08
268,雷电法王,1,垃圾,2020-11-22
269,我在担心什么,1,侮辱我的智商不算，还侮辱我的祖国！,2020-11-16
270,三皮虎,1,这刻版印象也是够深刻的……,2020-04-20
271,年轻de樵夫,1,这片子居然还4.9，还有五星四星三星的，你们的舌苔很厚呀,2020-11-08
272,龙龙,5,战忽局大作，真是为祖国操碎了心，所以五星,2020-11-07
273,军魂,1,垃圾电影,2020-11-15
274,大蓝弧,3,"镜头用得不好，美术设计也不好，可是故事讲得挺有意思，绝对是中国的某种真实。好莱坞式的“一到最后问题就奇迹般地解决了”结尾让人泄气。可是看着演职员表中那么多的Ng，Cheung，Chen, 还是想给Asian Americans多一些鼓励。",2020-05-07
275,晋楚,1,辣鸡,2020-11-15
276,浩子,5,电影里玩具厂的工作环境已经比现实好很多了,2020-11-15
277,我是碱性的,1,恶心，傻逼,2020-11-07
278,蜘蛛网,1,恶心的无以复加,2020-11-07
279,音匀筠,3,抛开其他不说，情结设置太理想化了，太追求happy ending以致感觉假了,2020-04-30
280,優秀君,4,我希望这里面的广东话也有中文翻译。。听不懂啊！！,2020-04-11
281,该地该该,1,神精病呢？,2020-11-16
282,Jean_Valjean__,1,垃圾,2020-11-07
283,豆瓣豆瓣酱,1,一部迎合美国人的片子，大量抹黑中国，对中国有极深的偏见，可惜两边不讨好，估计二鬼子公知很喜欢，能有4.7分是有这些人的功劳吧，导演要感谢中国的公知多,2020-11-15
284,Goldfishegg,1,平庸的煽情 绞尽脑汁把可刻板印象的点都好好再加深了以下刻板印象hhh 讽刺得不算彻底无聊但实在是没啥新意,2020-04-16
285,栀子花开,1,又是美国人拍的垃圾“中国片”,2020-11-15
286,真爱如血,1,八国混血？祖上是在联合国旁边开了家青楼嘛！,2020-11-07
287,利维坦,1,满满恶意,2020-11-16
288,Joker,1,傻逼,2020-11-15
289,有时文艺工科狗,1,充满着傲慢与偏见的垃圾片。,2020-11-15
290,LanceYc,1,无力吐槽给好评的人，可能不是活在同一个次元吧,2020-11-08
291,Sasyier,2,能在中国大陆公映就有鬼了，因为有fucking communist china这句台词，以及在深圳做工，但庆祝，享受、打开视野全都得在香港完成…除去一些表现得很实在的东西，如皇帝情结、扶弟魔、工业小镇等，剩下的都挺高高在上的，逆袭和和解也都很潦草，能看出导演想在所谓封闭传统的中式价值观和个人自由的美式价值观里找到平衡，但我只看到了对自己身份的迷茫，看不到一个出口。而且，girl，里面关于中餐的评价我实在不敢苟同（。,2020-04-11
292,陈怀清,1,啊…给它一分都™嫌多了,2020-11-16
293,燊燊君,1,一个八国联军乱交血统的主角演一个辱华电影真的是超内涵,2020-11-15
294,宇文少恭,1,充满了傲慢和偏见,2020-11-15
295,Mr-杰哥,1,狗屎,2020-11-07
296,喵喵凝,1,"呸(*｀へ´*)！
二鬼子。",2020-11-08
297,肉卷大爷,3,乡村想象版中国豪门,2020-05-17
298,我不是小马识途,1,一部屎都不如的垃圾玩意。真是难为你们近百年持续全方位丑化、侮辱中国，谢谢你们让我们如此强大。,2020-04-12
299,S,1,傻逼,2020-11-20
300,Yi Yi,1,亚裔自嘿，自制刻板印象，既无诚意和逻辑，又缺乏喜剧性，好无聊的电影。,2020-10-11
301,坏呀,2,"萨莎的成长之旅
就剧情来说，还不错的电影，从萨莎的角度说，有很多政治正确
但影片黑中国的地方太多，这可能也是美国的政治正确之一吧，作为中国人我接受不了，差评",2020-06-21
302,二十四番风,1,😓,2020-11-16
303,咸鱼,1,各种对中国的刻板印象...,2020-11-16
304,番茄花园,3,网剧水平。,2020-08-09
305,👑,1,刻板印象,2020-11-07
306,mrbao0,1,就不能出个打负分的功能吗,2020-11-15
307,布拉布拉卡,1,看到她爸爸的女朋友在饭桌前给她爸爸穿鞋，果断退出。不知道导演是从哪里得到的经验，将这样的场景设计进来的？在饭桌前脱鞋，穿鞋，这真的是连基本的中国礼仪都不懂。,2020-05-10
308,电影宅,1,有上海北京，加个深圳的城乡结合部，连广州都没有，太没牌面了吧？,2020-11-08
309,Xavier,2,啥玩意,2020-04-21
310,leo95,2,"难看，其实没看完。
但是，那种暴发户装修风格，对工厂普通员工的压榨，食堂饭菜难吃，男的非得要生孩子——如果你觉得这不是中国的一部分就不是吧。",2020-11-07
311,郭曦,3,中规中矩的美式电影，反映了一些当下的现实问题。至于那些说主创黑中国的红粉，祝你们在有生之年能通过电影局和中宣部的审查，拍部黑美国的电影反击回去。,2020-04-14
312,以天使之名薇笑,1,什么垃圾玩意儿！这是来故意侮辱中国的吗？,2020-11-15
313,CHEN,1,优越感来源于无知和同理心的匮乏,2020-11-17
314,蟠螭,4,我觉得这是一部非常接地气的片子,2020-04-13
315,kee_deng,1,编剧是清朝人吗 不了解中国就不要乱写好不好,2020-11-15
316,Zeron👑,2,工厂里的生活或许也是真正的中国的一部分，但这个片子给人一种在美国锦衣玉食回来就变厂妹的感觉。一边看对这个电影的观感一路走低，美国长大的女儿就代表的是向往自由、了解时尚、关心工人，开中国工厂的父亲就是不近人情、不负责任、剥削工人。女儿回来仿佛成了中国工人的“救世主”，明显就是为了迎合观众（美国local和在美华人）的心态。可是如果没有这么一个父亲，这个女儿哪里来的锦衣玉食的生活呢？电影似乎淡化了父亲对女儿的支持，却把给女儿高额生活费当成了一种义务。视角不同让人难以在这个电影中找到共鸣。,2020-04-12
317,Cactus_杏仁核,3,这部电影小粉红看了可能会气死，确实有刻板印象，但是有些也确实很真实，上不了外网，外来务工子女分离一年见一次，第二个孩子是黑户等等…计划生育这个事儿很多人在维护，从国家战略上看是没什么错，但是有人说现在放宽了让你生了，哦对了，放宽了也是国家战略，不是让你生，是怕没有生产力。一个zd有优势就一定有不足，太阳光越亮的地方阴影愈重…就像完全不相信gczz可以实现一样，贫富差距要怎么解决？那么dictatorship下达到的一切目的的意义究竟是什么？还是赞同康德，人从来不是工具。,2020-04-13
318,ZimHook,2,字幕任务|满满的正能量，电视剧水准,2020-04-29
319,chanchanchan,4,资本家大老板父亲避免娇生惯养唯物主义美籍华裔女儿坐吃山空强逼回归国内女承父业。浅尝地拍出东西方差异、离异的家庭话题、打工仔的心酸之类，用情喜剧的方式拍出来令观众可以心情放松下就进入剧情，我完全不觉得这个美籍华裔导演有黑中国的说话，这是一部好片。,2020-04-12
320,brochureblack,2,哈哈哈哈哈哈哈哈哈啊哈哈哈哈哈哈！！！,2020-04-17
321,竹影花香,3,土豪沾花又惹草摆弄出姑娘也防老三件棉袄齐上身捂死你个老色棍😊,2020-04-15
322,Dear Solomon,1,啥比玩意,2020-11-15
323,悲境的贵公子,1,脏话！,2020-11-07
324,ThorWu Shin,1,一分给刻板偏见,2020-11-15
325,無佐一,1,emmmmmmmmmm,2020-05-10
326,亮的豆瓣,5,喜欢这部片的很多细节展现，比较真实，老外已经习惯了就这样的我们！,2020-04-29
327,青柠味*ﾟ,1,陈凌。你要是被绑架来拍的这部。我会原谅你。,2020-11-15
328,la_miaomiao,1,太弱智了,2020-07-08
329,徐谌辉,3,还可以，算是比较客观，这应该算是励志电影。,2020-04-14
330,桥卖面了,1,aghhhh 剧本太烂,2020-05-01
331,汤勺,2,黑中国一如既往的无脑黑,2020-07-09
332,Taoist Boyd™,1,不求你做个中国人，但是能不能麻烦你做个人吧…🤮…,2020-11-15
333,呐、Yuki,1,希望编剧脚踏实地一点,2020-11-16
334,Joanna,2,真的惊讶现在还在拍美国这种回乡的片，难怪国外对中国的认识也是从这些电影中得知的.,2020-04-12
335,呉大腿,1,这是我看过最烂的片没有之一。美国人的高傲自大一览无遗（是的，就是你们拯救了中国的留守儿童，太伟大了！）站在道德制高点上judge的毛病真的永远改不了。最重要的是，导演你的贫穷限制了你的想象力。😑😑😑,2020-04-28
336,小金,3,不理解背后（也许有的）政治含义，但剧情ok,2020-04-12
337,松冈茉优酸乳,2,标记,2020-04-12
338,双子,5,比想象中好睇，还蛮写实，差点给些玻璃心评论错过了，菊电估计就是这班人最后的遮丑布吧，拉下分数，本片值3星...,2020-04-19
339,流氓兔,1,臭蛙编剧，台裔香蕉狗，能拍出这种剧不足为奇,2020-11-15
340,caliban,1,这什么见鬼玩意儿？,2020-04-10
341,king,2,烂的出奇哈,2020-04-19
342,璐,1,刻板印象的垃圾电影。不过为啥骂着这个电影还给三星四星？,2020-11-07
343,许珀里翁,3,2.5 ,2020-05-07
344,🍀洪辉🍀,1,本来想打负分,2020-11-15
345,皮皮炜,1,想打零星，典型的一条巨婴湾湾拍出来的yy片,2020-11-15
346,Blitzwing-闪电,1,豆瓣没有0分选项真是遗憾,2020-11-16
347,爵🌈,1,大写的问号？,2020-11-16
348,二维码sama,1,恶心 ,2020-11-16
349,sean4real,3,说刻板的很明显根本就没有过龙岗，厚街。工人工资3000是正常的，设计师什么的就说的有点儿低了。去看看郊区工厂那些10块钱可以滑冰喝啤酒的地方，我不明白怎么抹黑中国了？你们觉得北上广的繁荣是哪里来的？空降吗？没有这些工人挣外汇，被剥削你们还讨论个几把的房子，车，旅游。越是不懂你声音还越大！,2020-04-17
350,Lioo,2,满足西方人猎奇而拍,2020-05-08
351,日进斗金鼠钱花,3,不管你出身怎样，我们最终都是要学会自己养自己。,2020-04-15
352,胖牙签,3,想法是好的，可惜拍的不咋地,2020-04-23
353,再见自来也,1,行，这就是中国。战忽局直呼内行嘿嘿,2020-11-16
354,Tuesday,4,小女孩我喜欢。,2020-06-29
355,影视圈前沿观察,4,《摘星奇缘》大火后，好莱坞从美国华人和中国本土做链接的视角电影不少。这部《回到中国》个人认为是比较出色的，让人会心一笑的小情节不少，让人有亲切感。当然问题也是有的，比如太偏向欧美人认知的主观视角。里面的演员选取也不再是一贯被诟病的“欧美人眼里的亚洲人”的长相，我觉得是国内观众完全可以接受的，这也算是一大进步。,2020-04-11
356,椰子雪条,3,女主演技在线，但是整体把这个角色设计的太高光太刻意了；老吴这个暴躁老豆的角色表演时和其他演员的演技看起来有些格格不入；陈凌还是一如既往的有sense,2020-04-18
357,Heliossssss,1,黑也要有诚意，不然红脖子爸爸都这么惨了凭啥买你电影票😁,2020-11-08
358,阿囍,1,烂到没底线,2020-11-09
359,①個仌吐煙圏,5,"我喜欢, 有小小共呜, 但这玩具厂到了2020也难逃倒闭",2020-04-24
360,peuconnu,1,懒得让人难受,2020-11-15
361,agenta,4,挺好的大學畢業作品,2020-04-18
362,豆友191654216,1,充满对中国的偏见，并且是个烂片大烂片。,2020-11-15
363,归德府郭英俊,2,"导演想拍出父女观念的冲突，中美文化的冲突，家庭的矛盾冲突，但叙事太过于肤浅和刻板。除了吴耀汉，表演痕迹都那么重，像是在演话剧。
还有，当年的女神胡凯莉，我竟然没认出。",2020-04-23
364,非雪,1,真不知道评分中打出五星的是什么看片标准,2020-11-18
365,Forrest,1,傻X台🐸人拍的傻x电影,2020-11-16
366,あめまつり,3,很多放大的stereotype和很多不切实际的情节，唯一可取的是做到了人物形象立体。,2020-04-14
367,小学生,3,行吧,2020-04-19
368,Daniel Poe,1,What kind of movie is this? The communist party won't let you post photos? You're a time machine back in warlord days? You don't like Chinese food? Chinese food is famous all over the world. Bill Clinton loves to eat dumplings.,2020-05-24
369,陵少,1,极度的弱智,2020-11-15
370,宇行金陵,1,什么狗屁玩意，看了一半实在看不下去，演技尬，剧情逻辑混乱，三观不正，没有负分真是太遗憾了，看的一肚子气来着，编剧和导演一看就是慕洋犬,2020-11-15
371,猫科动物,1,就是抱着猎奇的心态看看看到底多烂，果然20分钟后还是没忍住快进了……导演可笑的美利坚优越感和对中国的认知实在是……期待评分跌破3,2020-11-07
372,刀羊前辈,3,有趣，但是有些东西确实是真的。我们老外每次放假都去香港参加派对。,2020-04-12
373,钱多多🌈,2,哈哈哈哈哈女主角的这个扮相还挺接地气。,2020-04-23
374,蘑菇,3,很喜欢香港已是明天，但是这部实在很塑料。很浅很浅。,2020-04-16
375,莫话封侯,1,傻子吧,2020-11-08
376,天Ze♌,1,没人比我更懂中国的川式电影,2020-11-15
377,太初黑洞,1,导演是昏迷了20年刚苏醒吗？,2020-11-08
378,Hello,1,这他妈居然是19年拍出来的你敢信,2020-11-15
379,蒙太奇,1,电影拍得像新闻，太糙了。,2020-10-02
380,这辈子爱幂,1,垃圾,2020-11-15
381,三景页,4,总体觉得不错的，父亲检讨自己慢慢学会关爱，女主来到中国体验到各种迅速成长，家庭矛盾的和解等等，是有富带感情且正能量的片子，其中各种为工人谋福利真的是人性光辉特别善良！不知道为什么那么多人黑这嫌那的！别太玻璃心好吧，评分6.5左右我觉得才是公道的分数。,2020-04-26
382,kick_ass万花筒,3,卧槽 这个爸爸  也太黑中国了吧~~  有些事 就算是真的也不能演出来啊！,2020-04-13
383,俗人,1,这片子都有人洗，豆瓣是啥人可见一斑。片名不如叫做“香蕉人的yy”算了。可以说，这些人真的不了解今日中国。整个片子包括工厂、包括工业、包括社会，也都描述的是20～30年前的状态（就算在那个基础上也同样充满偏见），而中国发展的速度如何，变化如何，想来这帮人已经无法适应了。最后，这群东南亚面孔的香蕉人真的令人作呕，这话不是针对长相、而是这种对西方舔无可舔的精神状态。,2020-11-16
384,只卖998！,1,"看到英文名，咋一看还以为是""乳滑""的片名。
剧情很烂，像小孩子过家家一样。各种偏离实际的讽刺，整个感觉就是一个舔美狗。",2020-11-15
385,ALEX 。Lin。,1,可以打负分吗？,2020-11-15
386,杏仁酥饼,1,吴耀汉被绑架威胁拍了这部片子😂😂,2020-11-15
387,牽牛,1,看了四分一,2020-04-11
388,Dawnzt,2,值得吐槽的点太多了不知如何说起……演员演技实在不敢恭维，尤其是这个爹……剧本更一言难尽，尽量平心静气地看吧，还是有很多想象的部分吧。抓马的剧情给人一种在看马来肥皂剧的感觉。两个女儿不像是共享一个爹，反而像是有一个共同的前男友……,2020-04-21
389,独自等待,1,？？？,2020-11-07
390,sabrinabath,4,就喜欢这种表现文化冲突的影片。对中国的认识虽然刻板，但确也真实。但故事深度不够，而且仍是美式价值观的强大输入，被刻板化的中国传统价值观在影片中占了下风……尝试仍是有趣的，很希望能看到更多类似题材的影片，毕竟目前还没看到过超越《喜福会》的。,2020-04-12
391,启成咨询-牛爽FC,1,烂出了高度,2020-05-06
392,双鱼布尔乔亚,1,恶心至极，无耻下作。,2020-11-17
393,无痕,1,呵呵~,2020-11-17
394,小剑仙人,1,不能打负分吗？,2020-11-16
395,maggie,1,像一个样板戏，而且一切都很梦幻童真到不可思议……,2020-05-15
396,ZoNkY,1,内容是屎，一星给Anna,2020-04-15
397,木锈,1,滚远点吧,2020-11-15
398,Cooper,1,恶心,2020-11-07
399,元夕,2,这就是美国人眼中的中国吧，说实话，比摘金奇缘要客观一些！,2020-04-20
400,🔫交出QQ群,1,不愧是湾湾意淫下的中国，只有台湾sb才能写出这种剧本,2020-11-18
401,被浪费的菲林,1,看到无下限的自卑,2020-11-15
402,冰川,1,辱华，想打负分，偏见太严重,2020-11-16
403,moca,1,作为从母胎开始就在深圳生活的中国人来说。不喜欢贬低我老家！！,2020-04-14
404,蒙面兔,1,垃圾,2020-11-15
405,正装假正经,1,都2019年了，一胎的烂梗子还在用吗？以前多生的也都不是要去杀掉好吗，多生的是要交罚款。,2020-04-13
406,しんのすけ,1,不要因为好奇！！！,2020-11-16
407,穿裤衩的超人,1,烂片，毫无疑问,2020-11-16
408,沈大飞,1,美国的ABC要不要这么恶心？比别告诉她还要恶心100倍，女主竟然还是菲佣！,2020-11-16
409,mdzz,1,避重就轻，吹嘘美国。,2020-11-16
410,小妞鼓手,3,还行，中规中矩的小成本电影,2020-04-12
411,🤯,1,"Scared me shit out, my grandma can be a director better than you.",2020-04-14
412,心囚一座城,1,恶心而肮脏的电影 既然当了香蕉人 有了外国爹  就别拿中国混饭吃 再一次让我希望豆瓣出0分评价 一星都不想给,2020-11-15
413,hdzg88,5,不错，9,2020-11-15
414,亚洲颜值巅峰,1,不给一星，留着干嘛？,2020-11-16
415,不知所云的激辩,1,这集编剧导演于一身的SB真的是奇葩到了极致，这片子的投资商估计是蓬佩奥吧，这个满满恶意、偏见、SB逻辑的片子居然有四点五分！？给高分的那些位是没看过电影就评分了吗？一分都多了😂,2020-11-17
416,fe,2,學生作品,2020-05-15
417,LoophyMa,1,这是三十年前拍的吧,2020-11-07
418,杨晨,1,恶心,2020-11-16
419,156****1339,1,拜托，豆瓣开发负分点评把。,2020-11-16
420,Carson,2,特别像大学生作品,2020-05-07
421,.,1,评论打高分的香蕉人和司马呆湾导演编剧一起原地爆炸,2020-11-16
422,我又来了ha,1,演得是个啥～～～,2020-04-14
423,三德,1,2020年最烂片可能你要上榜,2020-04-16
424,人间失格,5,战忽局最新杰作，继续努力！,2020-11-09
425,共产主义接班人,3,评论一堆玻璃心，给自己省点事吧,2020-05-24
426,捕鱼能手,1,恶心玩意,2020-11-09
427,周末,2,陈凌真的不显老诶,2020-04-21
428,胡萝卜餐包,3,香蕉人回乡记😃 ,2020-06-03
429,汉江派大星,1,半星都不想给你，满是偏见和极其拙劣不切实际的剧情,2020-11-19
430,不专业,2,无知，无理，无趣,2020-04-17
431,老灵魂,1,如果有负分一定打负分,2020-11-16
432,山寨军,1,牧羊犬品质一代不如一代啊,2020-11-22
433,芥末味的冰可乐,1,sb玩意儿,2020-11-15
434,Ω,1,全程抹黑中国，我真是瞎了眼了喜欢Akana这么多年还看这种垃圾片。,2020-05-10
435,苦月,1,先回到你妈的肚子里，回炉一下吧,2020-11-16
